Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
1336.0,1.0,115,Debit,2021-09-25,Voucher No. 315 dated 9/25 Anonymized Partner 056,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,658370,0,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,95351583,2021-09
1336.0,1.0,115,Credit,2021-09-25,Voucher No. 315 dated 9/25 Anonymized Partner 056,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,0,658370,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,17694990,2021-09
1336.0,2.0,115,Debit,2021-09-25,Voucher No. 315 dated 9/25 Anonymized Partner 056,10E200690,Service Fees,,,040,Osaka Branch,630,0,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,68402,2021-09
1336.0,2.0,115,Credit,2021-09-25,Voucher No. 315 dated 9/25 Anonymized Partner 056,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,0,630,10E200690,Service Fees,,,040,Osaka Branch,17694360,2021-09
1337.0,1.0,116,Debit,2021-09-25,Voucher No. 316 dated 9/25 Anonymized Partner 033,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,3657886,0,10A100090,Accounts Receivable,25,Anonymized Partner 033,000,Common Department,99009469,2021-09
1337.0,1.0,116,Credit,2021-09-25,Voucher No. 316 dated 9/25 Anonymized Partner 033,10A100090,Accounts Receivable,25,Anonymized Partner 033,000,Common Department,0,3657886,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,14036474,2021-09
1337.0,2.0,116,Debit,2021-09-25,Voucher No. 316 dated 9/25 Anonymized Partner 033,10E200690,Service Fees,,,010,Sapporo Sales Office,840,0,10A100090,Accounts Receivable,25,Anonymized Partner 033,000,Common Department,69242,2021-09
1337.0,2.0,116,Credit,2021-09-25,Voucher No. 316 dated 9/25 Anonymized Partner 033,10A100090,Accounts Receivable,25,Anonymized Partner 033,000,Common Department,0,840,10E200690,Service Fees,,,010,Sapporo Sales Office,14035634,2021-09
1338.0,1.0,121,Debit,2021-09-25,Tea expense,10E200140,Employee Welfare Expenses,,,040,Osaka Branch,9500,0,10A100020,Cash,,,000,Common Department,2486971,2021-09
1338.0,1.0,121,Credit,2021-09-25,Tea expense,10A100020,Cash,,,000,Common Department,0,9500,10E200140,Employee Welfare Expenses,,,040,Osaka Branch,98999969,2021-09
1339.0,1.0,131,Debit,2021-09-25,Membership fee,10E201140,Membership Fees,,,040,Osaka Branch,24000,0,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,666000,2021-09
1339.0,1.0,131,Credit,2021-09-25,Membership fee,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,0,24000,10E201140,Membership Fees,,,040,Osaka Branch,98975969,2021-09
1340.0,1.0,172,Debit,2021-09-25,Outsourcing fee payment,10E200020,Sales Commissions,,,010,Sapporo Sales Office,87000,0,10B100630,Accounts Payable Other,,,000,Common Department,11596708,2021-09
1340.0,1.0,172,Credit,2021-09-25,Outsourcing fee payment,10B100630,Accounts Payable Other,,,000,Common Department,0,87000,10E200020,Sales Commissions,,,010,Sapporo Sales Office,8919851,2021-09
1329.0,1.0,29,Debit,2021-09-25,Mobile phone expense,10E200180,Communication Expenses,,,010,Sapporo Sales Office,94547,0,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,6616368,2021-09
1329.0,1.0,29,Credit,2021-09-25,Mobile phone expense,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,0,94547,10E200180,Communication Expenses,,,010,Sapporo Sales Office,98881422,2021-09
1330.0,1.0,35,Debit,2021-09-25,Newspaper expense,10E201160,Books and Publications,,,010,Sapporo Sales Office,3925,0,10A100020,Cash,,,000,Common Department,128835,2021-09
1330.0,1.0,35,Credit,2021-09-25,Newspaper expense,10A100020,Cash,,,000,Common Department,0,3925,10E201160,Books and Publications,,,010,Sapporo Sales Office,98877497,2021-09
1331.0,1.0,78,Debit,2021-09-25,Outsourcing fee payment,10E200020,Sales Commissions,,,030,Nagoya Branch,193359,0,10B100630,Accounts Payable Other,,,000,Common Department,11790067,2021-09
1331.0,1.0,78,Credit,2021-09-25,Outsourcing fee payment,10B100630,Accounts Payable Other,,,000,Common Department,0,193359,10E200020,Sales Commissions,,,030,Nagoya Branch,9113210,2021-09
1332.0,1.0,89,Debit,2021-09-25,Month 9 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,1130529,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,9730529,2021-09
1332.0,1.0,89,Credit,2021-09-25,Month 9 Payroll Other 0001 Executive,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,1130529,10E200090,Directors' Compensation,,,020,Tokyo Branch,97746968,2021-09
1332.0,2.0,89,Debit,2021-09-25,Month 9 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,112236,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,9842765,2021-09
1332.0,2.0,89,Credit,2021-09-25,Month 9 Payroll Other 0001 Executive,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,112236,10E200090,Directors' Compensation,,,020,Tokyo Branch,4272738,2021-09
1332.0,3.0,89,Debit,2021-09-25,Month 9 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,171200,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,10013965,2021-09
1332.0,3.0,89,Credit,2021-09-25,Month 9 Payroll Other 0001 Executive,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,171200,10E200090,Directors' Compensation,,,020,Tokyo Branch,4443938,2021-09
1332.0,4.0,89,Debit,2021-09-25,Month 9 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,166343,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,10180308,2021-09
1332.0,4.0,89,Credit,2021-09-25,Month 9 Payroll Other 0001 Executive,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,166343,10E200090,Directors' Compensation,,,020,Tokyo Branch,4610281,2021-09
1332.0,5.0,89,Debit,2021-09-25,Month 9 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,133972,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,10314280,2021-09
1332.0,5.0,89,Credit,2021-09-25,Month 9 Payroll Other 0001 Executive,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,133972,10E200090,Directors' Compensation,,,020,Tokyo Branch,4744253,2021-09
1332.0,6.0,89,Debit,2021-09-25,Month 9 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,5720,0,10B100690,Deposits Received,9,Other,000,Common Department,10320000,2021-09
1332.0,6.0,89,Credit,2021-09-25,Month 9 Payroll Other 0001 Executive,10B100690,Deposits Received,9,Other,000,Common Department,0,5720,10E200090,Directors' Compensation,,,020,Tokyo Branch,4749973,2021-09
1332.0,7.0,89,Debit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,1357372,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,28365358,2021-09
1332.0,7.0,89,Credit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,1357372,10E200370,Salaries and Allowances,,,020,Tokyo Branch,96389596,2021-09
1332.0,8.0,89,Debit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,219315,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,28584673,2021-09
1332.0,8.0,89,Credit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,219315,10E200370,Salaries and Allowances,,,020,Tokyo Branch,4969288,2021-09
1332.0,9.0,89,Debit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,104300,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,28688973,2021-09
1332.0,9.0,89,Credit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,104300,10E200370,Salaries and Allowances,,,020,Tokyo Branch,5073588,2021-09
1332.0,10.0,89,Debit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,29480,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,28718453,2021-09
1332.0,10.0,89,Credit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,29480,10E200370,Salaries and Allowances,,,020,Tokyo Branch,5103068,2021-09
1332.0,11.0,89,Debit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,43305,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,28761758,2021-09
1332.0,11.0,89,Credit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,43305,10E200370,Salaries and Allowances,,,020,Tokyo Branch,5146373,2021-09
1332.0,12.0,89,Debit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,56661,0,10B100690,Deposits Received,9,Other,000,Common Department,28818419,2021-09
1332.0,12.0,89,Credit,2021-09-25,Month 9 Payroll Other 0020 Sales Department,10B100690,Deposits Received,9,Other,000,Common Department,0,56661,10E200370,Salaries and Allowances,,,020,Tokyo Branch,5203034,2021-09
1332.0,13.0,89,Debit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,563545,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,29381964,2021-09
1332.0,13.0,89,Credit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,563545,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,95826051,2021-09
1332.0,14.0,89,Debit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,96280,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,29478244,2021-09
1332.0,14.0,89,Credit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,96280,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,5299314,2021-09
1332.0,15.0,89,Debit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,46300,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,29524544,2021-09
1332.0,15.0,89,Credit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,46300,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,5345614,2021-09
1332.0,16.0,89,Debit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,12130,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,29536674,2021-09
1332.0,16.0,89,Credit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,12130,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,5357744,2021-09
1332.0,17.0,89,Debit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,50648,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,29587322,2021-09
1332.0,17.0,89,Credit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,50648,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,5408392,2021-09
1332.0,18.0,89,Debit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,41663,0,10B100690,Deposits Received,9,Other,000,Common Department,29628985,2021-09
1332.0,18.0,89,Credit,2021-09-25,Month 9 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,9,Other,000,Common Department,0,41663,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,5450055,2021-09
1332.0,19.0,89,Debit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,496652,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,30125637,2021-09
1332.0,19.0,89,Credit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,496652,10E200370,Salaries and Allowances,,,030,Nagoya Branch,95329399,2021-09
1332.0,20.0,89,Debit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,94031,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,30219668,2021-09
1332.0,20.0,89,Credit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,94031,10E200370,Salaries and Allowances,,,030,Nagoya Branch,5544086,2021-09
1332.0,21.0,89,Debit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,42600,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,30262268,2021-09
1332.0,21.0,89,Credit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,42600,10E200370,Salaries and Allowances,,,030,Nagoya Branch,5586686,2021-09
1332.0,22.0,89,Debit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,5680,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,30267948,2021-09
1332.0,22.0,89,Credit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,5680,10E200370,Salaries and Allowances,,,030,Nagoya Branch,5592366,2021-09
1332.0,23.0,89,Debit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,40759,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,30308707,2021-09
1332.0,23.0,89,Credit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,40759,10E200370,Salaries and Allowances,,,030,Nagoya Branch,5633125,2021-09
1332.0,24.0,89,Debit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,33278,0,10B100690,Deposits Received,9,Other,000,Common Department,30341985,2021-09
1332.0,24.0,89,Credit,2021-09-25,Month 9 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,9,Other,000,Common Department,0,33278,10E200370,Salaries and Allowances,,,030,Nagoya Branch,5666403,2021-09
1332.0,25.0,89,Debit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,717802,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,31059787,2021-09
1332.0,25.0,89,Credit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,717802,10E200370,Salaries and Allowances,,,040,Osaka Branch,94611597,2021-09
1332.0,26.0,89,Debit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,121795,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,31181582,2021-09
1332.0,26.0,89,Credit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,121795,10E200370,Salaries and Allowances,,,040,Osaka Branch,5788198,2021-09
1332.0,27.0,89,Debit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,53400,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,31234982,2021-09
1332.0,27.0,89,Credit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,53400,10E200370,Salaries and Allowances,,,040,Osaka Branch,5841598,2021-09
1332.0,28.0,89,Debit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,14710,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,31249692,2021-09
1332.0,28.0,89,Credit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,14710,10E200370,Salaries and Allowances,,,040,Osaka Branch,5856308,2021-09
1332.0,29.0,89,Debit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,13570,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,31263262,2021-09
1332.0,29.0,89,Credit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,13570,10E200370,Salaries and Allowances,,,040,Osaka Branch,5869878,2021-09
1332.0,30.0,89,Debit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,15017,0,10B100690,Deposits Received,9,Other,000,Common Department,31278279,2021-09
1332.0,30.0,89,Credit,2021-09-25,Month 9 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,9,Other,000,Common Department,0,15017,10E200370,Salaries and Allowances,,,040,Osaka Branch,5884895,2021-09
1332.0,31.0,89,Debit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,412243,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,31690522,2021-09
1332.0,31.0,89,Credit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,412243,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,94199354,2021-09
1332.0,32.0,89,Debit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,67268,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,31757790,2021-09
1332.0,32.0,89,Credit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,67268,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,5952163,2021-09
1332.0,33.0,89,Debit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,31700,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,31789490,2021-09
1332.0,33.0,89,Credit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,31700,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,5983863,2021-09
1332.0,34.0,89,Debit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,6630,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,31796120,2021-09
1332.0,34.0,89,Credit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,6630,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,5990493,2021-09
1332.0,35.0,89,Debit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,18540,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,31814660,2021-09
1332.0,35.0,89,Credit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,18540,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,6009033,2021-09
1332.0,36.0,89,Debit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,8871,0,10B100690,Deposits Received,9,Other,000,Common Department,31823531,2021-09
1332.0,36.0,89,Credit,2021-09-25,Month 9 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,9,Other,000,Common Department,0,8871,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,6017904,2021-09
1345.0,1.0,155,Debit,2021-09-26,Gasoline,10E201120,Vehicle Expenses,,,050,Kyushu Sales Office,7246,0,10A100020,Cash,,,000,Common Department,3199306,2021-09
1345.0,1.0,155,Credit,2021-09-26,Gasoline,10A100020,Cash,,,000,Common Department,0,7246,10E201120,Vehicle Expenses,,,050,Kyushu Sales Office,94192108,2021-09
1346.0,1.0,170,Debit,2021-09-26,Newspaper expense,10E201160,Books and Publications,,,050,Kyushu Sales Office,3007,0,10A100020,Cash,,,000,Common Department,131842,2021-09
1346.0,1.0,170,Credit,2021-09-26,Newspaper expense,10A100020,Cash,,,000,Common Department,0,3007,10E201160,Books and Publications,,,050,Kyushu Sales Office,94189101,2021-09
1342.0,1.0,25,Debit,2021-09-26,Travel expense,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,61213,0,10A100020,Cash,,,000,Common Department,5937154,2021-09
1342.0,1.0,25,Credit,2021-09-26,Travel expense,10A100020,Cash,,,000,Common Department,0,61213,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,94127888,2021-09
1343.0,1.0,72,Debit,2021-09-26,Newspaper expense,10E201160,Books and Publications,,,020,Tokyo Branch,2864,0,10A100020,Cash,,,000,Common Department,134706,2021-09
1343.0,1.0,72,Credit,2021-09-26,Newspaper expense,10A100020,Cash,,,000,Common Department,0,2864,10E201160,Books and Publications,,,020,Tokyo Branch,94125024,2021-09
1343.0,2.0,72,Debit,2021-09-26,Newspaper expense,10E201160,Books and Publications,,,020,Tokyo Branch,2815,0,10A100020,Cash,,,000,Common Department,137521,2021-09
1343.0,2.0,72,Credit,2021-09-26,Newspaper expense,10A100020,Cash,,,000,Common Department,0,2815,10E201160,Books and Publications,,,020,Tokyo Branch,94122209,2021-09
1343.0,3.0,72,Debit,2021-09-26,Newspaper expense,10E201160,Books and Publications,,,020,Tokyo Branch,3399,0,10A100020,Cash,,,000,Common Department,140920,2021-09
1343.0,3.0,72,Credit,2021-09-26,Newspaper expense,10A100020,Cash,,,000,Common Department,0,3399,10E201160,Books and Publications,,,020,Tokyo Branch,94118810,2021-09
1341.0,1.0,8,Debit,2021-09-26,Regular meeting fee,10E200150,Entertainment Expenses,,,010,Sapporo Sales Office,20000,0,10A100020,Cash,,,000,Common Department,1942503,2021-09
1341.0,1.0,8,Credit,2021-09-26,Regular meeting fee,10A100020,Cash,,,000,Common Department,0,20000,10E200150,Entertainment Expenses,,,010,Sapporo Sales Office,94098810,2021-09
1344.0,1.0,87,Debit,2021-09-26,Mobile phone expense,10E200180,Communication Expenses,,,030,Nagoya Branch,44116,0,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,6660484,2021-09
1344.0,1.0,87,Credit,2021-09-26,Mobile phone expense,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,0,44116,10E200180,Communication Expenses,,,030,Nagoya Branch,94054694,2021-09
1353.0,1.0,113,Debit,2021-09-27,Mobile phone expense,10E200180,Communication Expenses,,,040,Osaka Branch,74680,0,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,6735164,2021-09
1353.0,1.0,113,Credit,2021-09-27,Mobile phone expense,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,0,74680,10E200180,Communication Expenses,,,040,Osaka Branch,93980014,2021-09
1354.0,1.0,114,Debit,2021-09-27,Newspaper expense,10E201160,Books and Publications,,,040,Osaka Branch,2540,0,10A100020,Cash,,,000,Common Department,143460,2021-09
1354.0,1.0,114,Credit,2021-09-27,Newspaper expense,10A100020,Cash,,,000,Common Department,0,2540,10E201160,Books and Publications,,,040,Osaka Branch,93977474,2021-09
1354.0,2.0,114,Debit,2021-09-27,Newspaper expense,10E201160,Books and Publications,,,040,Osaka Branch,2864,0,10A100020,Cash,,,000,Common Department,146324,2021-09
1354.0,2.0,114,Credit,2021-09-27,Newspaper expense,10A100020,Cash,,,000,Common Department,0,2864,10E201160,Books and Publications,,,040,Osaka Branch,93974610,2021-09
1347.0,1.0,13,Debit,2021-09-27,Repair expense,10E201120,Vehicle Expenses,,,010,Sapporo Sales Office,93450,0,10A100020,Cash,,,000,Common Department,3292756,2021-09
1347.0,1.0,13,Credit,2021-09-27,Repair expense,10A100020,Cash,,,000,Common Department,0,93450,10E201120,Vehicle Expenses,,,010,Sapporo Sales Office,93881160,2021-09
1348.0,1.0,14,Debit,2021-09-27,Gasoline,10E201120,Vehicle Expenses,,,010,Sapporo Sales Office,4000,0,10A100020,Cash,,,000,Common Department,3296756,2021-09
1348.0,1.0,14,Credit,2021-09-27,Gasoline,10A100020,Cash,,,000,Common Department,0,4000,10E201120,Vehicle Expenses,,,010,Sapporo Sales Office,93877160,2021-09
1355.0,1.0,171,Debit,2021-09-27,Mobile phone expense,10E200180,Communication Expenses,,,050,Kyushu Sales Office,55182,0,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,000,Common Department,6790346,2021-09
1355.0,1.0,171,Credit,2021-09-27,Mobile phone expense,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,000,Common Department,0,55182,10E200180,Communication Expenses,,,050,Kyushu Sales Office,93821978,2021-09
1349.0,1.0,30,Debit,2021-09-27,Insurance Premium payment,10E200240,Insurance Expenses,,,010,Sapporo Sales Office,54320,0,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,1648420,2021-09
1349.0,1.0,30,Credit,2021-09-27,Insurance Premium payment,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,0,54320,10E200240,Insurance Expenses,,,010,Sapporo Sales Office,93767658,2021-09
1350.0,1.0,37,Debit,2021-09-27,Outsourcing fee,10E200020,Sales Commissions,,,020,Tokyo Branch,986000,0,10B100630,Accounts Payable Other,,,000,Common Department,12776067,2021-09
1350.0,1.0,37,Credit,2021-09-27,Outsourcing fee,10B100630,Accounts Payable Other,,,000,Common Department,0,986000,10E200020,Sales Commissions,,,020,Tokyo Branch,10099210,2021-09
1351.0,1.0,39,Debit,2021-09-27,Membership fee,10E200140,Employee Welfare Expenses,,,020,Tokyo Branch,9000,0,10A100020,Cash,,,000,Common Department,2495971,2021-09
